name	description	datasheet
MAX3483	True RS-485/RS-422, 0.25Mbps, Slew-Rate Limited, with low-power shutdown, with receiver/driver enable, 32 receiver drive capacitity, DIP-8 and SOIC-8	https://datasheets.maximintegrated.com/en/ds/MAX3483-MAX3491.pdf
MAX3486	True RS-485/RS-422, 2.5Mbps, Slew-Rate Limited, with low-power shutdown, with receiver/driver enable, 32 receiver drive capacitity, DIP-8 and SOIC-8	https://datasheets.maximintegrated.com/en/ds/MAX3483-MAX3491.pdf
MAX483E	Half duplex RS-485/RS-422, 0.25 Mbps, ±15kV electro-static discharge (ESD) protection, with slew-rate, with low-power shutdown, with receiver/driver enable, 32 receiver drive capability, DIP-8 and SOIC-8	https://datasheets.maximintegrated.com/en/ds/MAX1487E-MAX491E.pdf
MAX485E	Half duplex RS-485/RS-422, 2.5 Mbps, ±15kV electro-static discharge (ESD) protection, no slew-rate, no low-power shutdown, with receiver/driver enable, 32 receiver drive capability, DIP-8 and SOIC-8	https://datasheets.maximintegrated.com/en/ds/MAX1487E-MAX491E.pdf
MAX487E	Half duplex RS-485/RS-422, 0.25 Mbps, ±15kV electro-static discharge (ESD) protection, with slew-rate, with low-power shutdown, with receiver/driver enable, 128 receiver drive capability, DIP-8 and SOIC-8	https://datasheets.maximintegrated.com/en/ds/MAX1487E-MAX491E.pdf
SP3481EN	Industrial 3.3V Low Power Half-Duplex RS-485 Transceiver 10Mbps, SOIC-8	http://www.icbase.com/pdf/SPX/SPX00480106.pdf
SP3481EP	Industrial 3.3V Low Power Half-Duplex RS-485 Transceiver 10Mbps, DIP8	http://www.icbase.com/pdf/SPX/SPX00480106.pdf
ST232ExD	+/-15 kV ESD-protected 5V powered RS-232 dual transceiver (tx/rx: 2/2), 230kbps, 1uF capacitors operation, SOIC-16	https://www.st.com/resource/en/datasheet/st202eb.pdf
THVD1400D	Half duplex RS-485/RS-422, 500 Kbps, 3V - 5.5V supply, ±12kV electro-static discharge (ESD) protection, with receiver/driver enable, 32 receiver drive capacity, SOIC-8	https://www.ti.com/lit/ds/symlink/thvd1420.pdf
THVD1420D	Half duplex RS-485/RS-422, 12 Mbps, 3V - 5.5V supply, ±12kV electro-static discharge (ESD) protection, with receiver/driver enable, 32 receiver drive capacity, SOIC-8	https://www.ti.com/lit/ds/symlink/thvd1420.pdf
THVD1450D	3.3-V to 5-V RS-485 transceiver with ±18-kV IEC ESD protection, SOIC-8	https://www.ti.com/lit/ds/symlink/thvd1450.pdf
THVD1500	Half duplex RS-485, 500 Kbps, 4.5V - 5.5V supply, ±8kV electro-static discharge (ESD) protection, with receiver/driver enable, SOIC-8	https://www.ti.com/lit/ds/symlink/thvd1500.pdf
THVD1450DR	3.3-V to 5-V RS-485 transceiver with ±18-kV IEC ESD protection, VSON-8	https://www.ti.com/lit/ds/symlink/thvd1450.pdf
ADUM4160	Full/Low Speed, iCoupler USB Digital Isolator, 5kV protection, SOIC-16	https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM4160.pdf
AP33771	USB Type-C PD Sink Controller, QFN-24	https://www.diodes.com/assets/Datasheets/AP33771.pdf
BQ24392	Dual SPST USB 2.0 High Speed Switch with USB Battery Charging Specification Revision 1.2 Detection, UQFN-10	http://www.ti.com/lit/ds/symlink/bq24392.pdf
CH224K	100W USB Type-C PD3.0/2.0, BC1.2 Sink Controller, SSOP-10	https://www.wch.cn/downloads/file/301.html
CH236D	USB fast charging interface PD2.0/3.0, PPS, BC1.2 , QFN-20	https://wch-ic.com/downloads/file/313.html
CH246D	USB QII wireless charging interface PD2.0, BC1.2, QII 5W, 7.5W, 10W, 15W, QFN-20	https://wch-ic.com/downloads/file/307.html
CH330N	USB serial converter, UART, SOIC-8	http://www.wch.cn/downloads/file/240.html
CH334R	USB HUB controller, UART, QSOP-16	https://www.wch-ic.com/downloads/file/327.html
CH340C	USB serial converter, crystal-less, UART, SOIC-16	https://datasheet.lcsc.com/szlcsc/Jiangsu-Qin-Heng-CH340C_C84681.pdf
CH340E	USB serial converter, UART, MSOP-10	https://www.mpja.com/download/35227cpdata.pdf
CH340G	USB serial converter, UART, SOIC-16	http://www.datasheet5.com/pdf-local-2195953
CH340K	USB serial converter, UART, SSOP-10	https://cdn.sparkfun.com/assets/5/0/a/8/5/CH340DS1.PDF
CH340T	USB serial converter, UART, SSOP-20	https://cdn.sparkfun.com/datasheets/Dev/Arduino/Other/CH340DS1.PDF
CH340X	USB serial converter, 5V-tolerant IO, UART, MSOP-10	https://cdn.sparkfun.com/assets/5/0/a/8/5/CH340DS1.PDF
CH343G	High-Speed USB serial converter, up to 6Mbps, 3.3V or 5V supply, UART, SOIC-16	https://www.wch-ic.com/downloads/CH343DS1_PDF.html
CH343P	High-Speed USB serial converter, up to 6Mbps, 3.3V or 5V supply, UART, QFN-16	https://www.wch-ic.com/downloads/CH343DS1_PDF.html
CH344Q	USB to Quad Serial Ports Chip, LQFP-48	https://www.wch-ic.com/downloads/file/299.html
CH9102F	WCH-IC, Single-Chip USB-to-UART Bridge, USB 2.0 Full-Speed, 4Mbps UART, QFN-24	http://www.wch-ic.com/downloads/CH9102DS1_PDF.html
CP2102N-Axx-xQFN20	USB to UART master bridge, QFN-20	https://www.silabs.com/documents/public/data-sheets/cp2102n-datasheet.pdf
CP2102N-Axx-xQFN24	USB to UART master bridge, QFN-24	https://www.silabs.com/documents/public/data-sheets/cp2102n-datasheet.pdf
CP2102N-Axx-xQFN28	USB to UART master bridge, QFN-28	https://www.silabs.com/documents/public/data-sheets/cp2102n-datasheet.pdf
CP2104	Single-Chip USB-to-UART Bridge, USB 2.0 Full-Speed, 2Mbps UART, QFN-24	https://www.silabs.com/documents/public/data-sheets/cp2104.pdf
CP2108-xxx-xM	Full Speed Quad Channel USB UART/FIFO, integrated clock and EEPROM, QFN-64	https://www.silabs.com/documents/public/data-sheets/cp2108-datasheet.pdf
CP2112	HID USB to SMBUS master bridge	https://www.silabs.com/documents/public/data-sheets/cp2112-datasheet.pdf
CP2615-xx-xM	USB to I2S bridge, USB 1.0 Audio Class, QFN-32	https://www.silabs.com/documents/public/data-sheets/cp2615-datasheet.pdf
CY7C65211-24LTXI	USB-Serial single channel bridge with capsense and BCD, +1.71V to +5.5V VDD, UART/I2C/SPI/RS232/RS422, QFN-24	http://www.cypress.com/file/139886/download
CY7C65213-28PVXI	USB-UART LP Bridge Controller, full speed 12Mbps, +1.71V to 5.5V VDD, UART/RS232/RS422, SSOP-28	http://www.cypress.com/file/139881/download
CY7C65213-32LTXI	USB-UART LP Bridge Controller, full speed 12Mbps, +1.71V to 5.5V VDD, UART/RS232/RS422, QFN-32	http://www.cypress.com/file/139881/download
CY7C65215-32LTXI	USB-Serial Dual Channel Bridge with CapSense Full-Speed 12 Mbps, +1.71V to +5.5V VDD, UART/I2C/SPI/RS232/RS422/JTAG, QFN-32	http://www.cypress.com/file/129956/download
CYPD3171-24LQXQ	USB Type-C port controller, Cortex®-M0 processor, UFP CC bootloader, QFN-24	https://www.infineon.com/dgdl/Infineon-EZ-PD(TM)_CCG3PA_Datasheet_USB_Type-C_Port_Controller-DataSheet-v09_00-EN.pdf?fileId=8ac78c8c7d0d8da4017d0ee438366ac0
CYPD3174-16SXQ	USB Type-C port controller, Cortex®-M0 processor, DFP CC with opto coupler feedback bootloader, SOIC-16	https://www.infineon.com/dgdl/Infineon-EZ-PD(TM)_CCG3PA_Datasheet_USB_Type-C_Port_Controller-DataSheet-v09_00-EN.pdf?fileId=8ac78c8c7d0d8da4017d0ee438366ac0
CYPD3177-24LQ	Stand-alone USB PD controller (with sink Auto-run mode), QFN-24	https://www.infineon.com/dgdl/Infineon-EZ-PD_BCR_Datasheet_USB_Type-C_Port_Controller_for_Power_Sinks-DataSheet-v03_00-EN.pdf?fileId=8ac78c8c7d0d8da4017d0ee7ce9d70ad
FE1.1s	USB 2.0 High Speed 4-Port Hub Controller, SSOP-28	https://cdn-shop.adafruit.com/product-files/2991/FE1.1s+Data+Sheet+(Rev.+1.0).pdf
FSUSB30MUX	Low-Power, Two-Port, High-Speed, USB2.0 (480Mbps) Switch, MSOP-10	https://www.onsemi.com/pdf/datasheet/fsusb30-d.pdf
FSUSB42MUX	Low-Power, Two-Port, High-Speed, USB2.0 (480Mbps) or UART Switch, MSOP-10	https://www.onsemi.com/pub/Collateral/FSUSB42-D.PDF
FT200XD	Full Speed USB to I2C Bridge, DFN-10	https://www.ftdichip.com/Support/Documents/DataSheets/ICs/DS_FT200XD.pdf
FT201XQ	Full Speed USB to I2C Bridge, QFN-10	https://www.ftdichip.com/Support/Documents/DataSheets/ICs/DS_FT201X.pdf
FT201XS	Full Speed USB to I2C Bridge, SSOP-16	https://www.ftdichip.com/Support/Documents/DataSheets/ICs/DS_FT201X.pdf
FT220XQ	Full Speed USB to 4-Bit SPI / FT1248 Bridge, QFN-16	https://www.ftdichip.com/Support/Documents/DataSheets/ICs/DS_FT220X.pdf
FT220XS	Full Speed USB to 4-Bit SPI / FT1248 Bridge, SSOP-16	https://www.ftdichip.com/Support/Documents/DataSheets/ICs/DS_FT220X.pdf
FT221XQ	Full Speed USB to 8-Bit SPI / FT1248 Bridge, QFN-20	https://www.ftdichip.com/Support/Documents/DataSheets/ICs/DS_FT221X.pdf
FT221XS	Full Speed USB to 8-Bit SPI / FT1248 Bridge, SSOP-20	https://www.ftdichip.com/Support/Documents/DataSheets/ICs/DS_FT221X.pdf
FT2232D	Full Speed Double Channel USB UART/FIFO, LQFP-48	http://www.ftdichip.com/Support/Documents/DataSheets/ICs/DS_FT2232D.pdf
FT2232HL	Hi Speed Double Channel USB UART/FIFO, LQFP-64	https://www.ftdichip.com/Support/Documents/DataSheets/ICs/DS_FT2232H.pdf
FT2232HQ	Hi Speed Double Channel USB UART/FIFO, QFN-64	https://www.ftdichip.com/Support/Documents/DataSheets/ICs/DS_FT2232H.pdf
FT230XQ	Full Speed USB to Basic UART, QFN-16	https://ftdichip.com/wp-content/uploads/2024/05/DS_FT230X.pdf
FT230XS	Full Speed USB to Basic UART, SSOP-16	https://www.ftdichip.com/Support/Documents/DataSheets/ICs/DS_FT230X.pdf
FT231XQ	Full Speed USB to Full Handshake UART, QFN-20	https://www.ftdichip.com/Support/Documents/DataSheets/ICs/DS_FT231X.pdf
FT231XS	Full Speed USB to Full Handshake UART, SSOP-20	https://www.ftdichip.com/Support/Documents/DataSheets/ICs/DS_FT231X.pdf
FT232BM	Hi Speed Single Channel USB UART/FIFO, LQFP-32	https://www.ftdichip.com/Support/Documents/DataSheets/ICs/DS_FT232BM.pdf
FT232H	Hi Speed Single Channel USB UART/FIFO, LQFP/QFN-48	https://www.ftdichip.com/Support/Documents/DataSheets/ICs/DS_FT232H.pdf
FT232RL	USB to Serial Interface, SSOP-28	https://www.ftdichip.com/Support/Documents/DataSheets/ICs/DS_FT232R.pdf
FT234XD	Full Speed USB to Basic UART, WDFN-12	https://ftdichip.com/wp-content/uploads/2024/05/DS_FT234XD.pdf
FT240XQ	Full Speed USB to 8-Bit FIFO, QFN-24	https://www.ftdichip.com/Support/Documents/DataSheets/ICs/DS_FT240X.pdf
FT240XS	Full Speed USB to 8-Bit FIFO, SSOP-24	https://www.ftdichip.com/Support/Documents/DataSheets/ICs/DS_FT240X.pdf
FT245BM	Full Speed USB to 8-Bit FIFO, LQFP-32	https://www.ftdichip.com/Support/Documents/DataSheets/ICs/DS_FT245BM.pdf
FT4222HQ	USB 2.0 to Quad SPI or I2C Bridge, VQFN-32	https://www.ftdichip.com/Support/Documents/DataSheets/ICs/DS_FT4222H.pdf
FT4232H	Hi Speed Quad Channel USB UART/FIFO, LQFP/QFN-64	https://www.ftdichip.com/Support/Documents/DataSheets/ICs/DS_FT4232H.pdf
FT601Q	USB 3.0 Super-Speed to 32 bits Sync FIFO, QFN-76	https://ftdichip.com/wp-content/uploads/2020/07/DS_FT600Q-FT601Q-IC-Datasheet.pdf
FUSB302BMPX	Programmable USB Type-C Controller w/PD, I2C address 0x22, WQFN-14	http://www.onsemi.com/pub/Collateral/FUSB302B-D.PDF
FUSB303BTMX	USB Type-C port controller with I2C and GPIO control, X2QFN-12	https://www.onsemi.com/pdf/datasheet/fusb303b-d.pdf
FUSB307BMPX	USB Type-C Port Controller with USB-PD, WQFN-16	http://www.onsemi.com/pub/Collateral/FUSB307B-D.PDF
HUSB238A-xxxxx-QN16R	USB-PD Sink IC Port Controller, VBUS = 3..48V, USB Type-C rev. 2.1, USB-PD rev. 3.1, BC1.2, QC2.0, WQFN-16	https://www.lcsc.com/datasheet/lcsc_datasheet_2412301710_Hynetek-HUSB238A-BB001-QN16R_C24833806.pdf
IP2721	USB TYPEC  PD Controller Interface, TSSOP-16	https://datasheet.lcsc.com/lcsc/2006111335_INJOINIC-IP2721_C603176.pdf
MA8601	USB 2.0 High Speed 4-Port Hub Controller, SSOP-28	https://datasheetspdf.com/pdf-file/1312067/Prolific/MA8601/1
MCP2200-I-MQ	USB 2.0 to UART Protocol Converter with GPIO, QFN-20	http://ww1.microchip.com/downloads/en/DeviceDoc/200022228D.pdf
MCP2200-I-SO	USB 2.0 to UART Protocol Converter with GPIO, SOIC-20	http://ww1.microchip.com/downloads/en/DeviceDoc/200022228D.pdf
MCP2200-I-SS	USB 2.0 to UART Protocol Converter with GPIO, SSOP-20	http://ww1.microchip.com/downloads/en/DeviceDoc/200022228D.pdf
MCP2210x-MQ	USB to SPI Protocol Converter with GPIO, QFN-20	https://ww1.microchip.com/downloads/en/DeviceDoc/22288A.pdf
MCP2210x-SO	USB to SPI Protocol Converter with GPIO, SOIC-20	https://ww1.microchip.com/downloads/en/DeviceDoc/22288A.pdf
MCP2210x-SS	USB to SPI Protocol Converter with GPIO, SSOP-20	https://ww1.microchip.com/downloads/en/DeviceDoc/22288A.pdf
MCP2221AxML	USB to I2C/UART Protocol Converter with GPIO, QFN-16	http://ww1.microchip.com/downloads/en/DeviceDoc/20005565B.pdf
MCP2221AxP	USB to I2C/UART Protocol Converter with GPIO, DIP-14	http://ww1.microchip.com/downloads/en/DeviceDoc/20005565B.pdf
MCP2221AxSL	USB to I2C/UART Protocol Converter with GPIO, SOIC-14	http://ww1.microchip.com/downloads/en/DeviceDoc/20005565B.pdf
MCP2221AxST	USB to I2C/UART Protocol Converter with GPIO, TSSOP-14	http://ww1.microchip.com/downloads/en/DeviceDoc/20005565B.pdf
MP5034GJ	USB charging port controller integrating QC 2.0/3.0 anc BC1.2 Protocol, TSOT-23-8	https://www.monolithicpower.com/en/documentview/productdocument/index/version/2/document_type/Datasheet/lang/en/sku/MP5034/
MS2130	USB 3.0 HD Video Capture Chip, 24 MHz external clock, VQFN-64	https://gitlab.com/-/project/21610360/uploads/2311ee0b871d17f79670064b4b2f55bb/MS2130-MacroSilicon_KL-014-0010911.pdf
STULPI01A	High-speed USB On-The-Go ULPI transceiver	https://www.st.com/resource/en/datasheet/stulpi01a.pdf
STUSB4500QTR	Stand-alone USB PD controller (with sink Auto-run mode), QFN-24	https://www.st.com/resource/en/datasheet/stusb4500.pdf
TPS2500DRC	Integrated USB power Switch with Boost Converter, High-Efficiency Eco-mode Control Scheme, Texas S-PVSON-10	http://www.ti.com/lit/ds/symlink/tps2500.pdf
TPS2513	USB Dedicated Charging Port Controller	http://www.ti.com/lit/ds/symlink/tps2513.pdf
TPS2514	USB Dedicated Charging Port Controller	http://www.ti.com/lit/ds/symlink/tps2513.pdf
TPS2560	Dual channel precision adjustable current-limited power switches	http://www.ti.com/lit/ds/symlink/tps2560.pdf
TPS2561	Dual channel precision adjustable current-limited power switches	http://www.ti.com/lit/ds/symlink/tps2561.pdf
TPS25730D	USB Type-C and USB PD Controller, Integrated Power Switches, QFN-38	https://www.ti.com/lit/ds/symlink/tps25730.pdf
TS3USB30EDGSR	ESD-Protected, High-Speed USB 2.0 (480-Mbps) 1:2 Multiplexer/Demultiplexer Switch With Single Enable, VSSOP-10	https://www.ti.com/lit/ds/symlink/ts3usb30e.pdf
TS3USB30ERSWR	ESD-Protected, High-Speed USB 2.0 (480-Mbps) 1:2 Multiplexer/Demultiplexer Switch With Single Enable, UQFN-10	https://www.ti.com/lit/ds/symlink/ts3usb30e.pdf
TS3USBCA410	USB Type-C, SBU 3:1 multiplexer, 500MHz bandwidth, UQFN-16	https://www.ti.com/lit/gpn/ts3usbca4
TS3USBCA420	USB Type-C, SBU 4:1 multiplexer, 500MHz bandwidth, UQFN-16	https://www.ti.com/lit/gpn/ts3usbca4
TUSB2036	2- or 3-Port USB1.1 HUB with optional serial EEPROM	http://www.ti.com/lit/ds/symlink/tusb2036.pdf
TUSB320	USB Type-C Configuration Channel Logic and Port Control, X2QFN-12	http://www.ti.com/lit/ds/symlink/tusb320.pdf
TUSB321	USB Type-C Configuration Channel Logic and Port Control with VCONN, X2QFN-12	http://www.ti.com/lit/ds/symlink/tusb321.pdf
TUSB322I	USB Type-C Configuration Channel Logic and Port Control with VCONN, X2QFN-12	www.ti.com/lit/ds/symlink/tusb322i.pdf
TUSB4041I	four port USB 2.0 Hub	http://www.ti.com/lit/ds/symlink/tusb4041i.pdf
TUSB7340	USB 3.0 xHCI Host Controller	http://www.ti.com/general/docs/lit/getliterature.tsp?genericPartNumber=tusb7320&fileType=pdf
TUSB8041	four port USB 3.0 Hub	http://www.ti.com/lit/ds/symlink/tusb8041.pdf
UPD720202K8-7x1-BAA	PCIe to USB 3.0 Host Controller, 2 ports, QFN-48	https://www.renesas.com/us/en/document/dst/upd720201upd720202-datasheet
USB2504	USB 2.0 4-Port Hub Hi-Speed Hub Controller	https://ww1.microchip.com/downloads/en/DeviceDoc/00002250A.pdf
USB2514B_Bi	USB 2.0 Hi-Speed Hub Controller	http://ww1.microchip.com/downloads/en/DeviceDoc/00001692C.pdf
USB3250-ABZJ	Hi-Speed USB Device Transceiver with UTMI Interface, QFN-56	http://ww1.microchip.com/downloads/en/DeviceDoc/00002142A.pdf
USB3300-EZK	Hi-Speed USB Host, Device or OTG PHY with ULPI Interface	http://ww1.microchip.com/downloads/en/DeviceDoc/00001783C.pdf
USB3341	Hi-Speed USB ULPI Transceiver, QFN-24	http://ww1.microchip.com/downloads/en/DeviceDoc/334x.pdf
USB3343	Hi-Speed USB ULPI Transceiver, QFN-24	http://ww1.microchip.com/downloads/en/DeviceDoc/334x.pdf
USB3740B-AI2	USB 2.0 Switch with ESD Protection, UQFN-10 Pitch 0.4 mm	http://ww1.microchip.com/downloads/en/DeviceDoc/00001725D.pdf
XR21B1424	USB 2.0 up to 12Mbps, Quad Channel USB UART/FIFO, RS485 capability, LQFP-64	https://assets.maxlinear.com/web/documents/xr21b1424.pdf
ADUM3160	Full/Low Speed, iCoupler USB Digital Isolator, 2.5kV protection	https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM3160.pdf
CH340N	USB serial converter, 2Mbps, UART, JEITA SOIC-8 (SOP-8)	https://aitendo3.sakura.ne.jp/aitendo_data/product_img/ic/inteface/CH340N/ch340n.pdf
CY7C65211A-24LTXI	USB-Serial single channel bridge with capsense and BCD, +1.71V to +5.5V VDD, UART/I2C/SPI/RS232/RS422/RS485, QFN-24	http://www.cypress.com/file/139886/download
CY7C65213A-28PVXI	USB-UART LP Bridge Controller, full speed 12Mbps, +1.71V to 5.5V VDD, UART/RS232/RS422/RS485, SSOP-28	http://www.cypress.com/file/139881/download
CY7C65213A-32LTXI	USB-UART LP Bridge Controller, full speed 12Mbps, +1.71V to 5.5V VDD, UART/RS232/RS422/RS485, QFN-32	http://www.cypress.com/file/139881/download
CY7C65215A-32LTXI	USB-Serial Dual Channel Bridge with CapSense, +1.71V to +5.5V VDD, UART/I2C/SPI/RS232/RS422/RS485/JTAG, QFN-32	http://www.cypress.com/file/129956/download
CYPD3174-24LQXQ	USB Type-C port controller, Cortex®-M0 processor, DFP CC with opto coupler feedback bootloader, QFN-24	https://www.infineon.com/dgdl/Infineon-EZ-PD(TM)_CCG3PA_Datasheet_USB_Type-C_Port_Controller-DataSheet-v09_00-EN.pdf?fileId=8ac78c8c7d0d8da4017d0ee438366ac0
CYPD3175-24LQXQ	USB Type-C port controller, Cortex®-M0 processor, DFP CC with direct feedback bootloader, QFN-24	https://www.infineon.com/dgdl/Infineon-EZ-PD(TM)_CCG3PA_Datasheet_USB_Type-C_Port_Controller-DataSheet-v09_00-EN.pdf?fileId=8ac78c8c7d0d8da4017d0ee438366ac0
FUSB302B01MPX	Programmable USB Type-C Controller w/PD, I2C address 0x23, WQFN-14	http://www.onsemi.com/pub/Collateral/FUSB302B-D.PDF
FUSB302B10MPX	Programmable USB Type-C Controller w/PD, I2C address 0x24, WQFN-14	http://www.onsemi.com/pub/Collateral/FUSB302B-D.PDF
FUSB302B11MPX	Programmable USB Type-C Controller w/PD, I2C address 0x25, WQFN-14	http://www.onsemi.com/pub/Collateral/FUSB302B-D.PDF
MCP2200-E-SS	USB 2.0 to UART Protocol Converter with GPIO, Extended Temperature Range, SSOP-20	http://ww1.microchip.com/downloads/en/DeviceDoc/200022228D.pdf
MCP2200T-E-SS	USB 2.0 to UART Protocol Converter with GPIO, Extended Temperature Range, TnR, SSOP-20	http://ww1.microchip.com/downloads/en/DeviceDoc/200022228D.pdf
MCP2200T-I-MQ	USB 2.0 to UART Protocol Converter with GPIO, TnR, QFN-20	http://ww1.microchip.com/downloads/en/DeviceDoc/200022228D.pdf
MCP2200T-I-SO	USB 2.0 to UART Protocol Converter with GPIO,TnR,SOIC	http://ww1.microchip.com/downloads/en/DeviceDoc/200022228D.pdf
MCP2200T-I-SS	USB 2.0 to UART Protocol Converter with GPIO, TnR, SSOP-20	http://ww1.microchip.com/downloads/en/DeviceDoc/200022228D.pdf
STULPI01B	High-speed USB On-The-Go ULPI transceiver	https://www.st.com/resource/en/datasheet/stulpi01b.pdf
TPS2501DRC	Integrated USB power Switch with Boost Converter, Constant Frequency, Texas S-PVSON-10	http://www.ti.com/lit/ds/symlink/tps2500.pdf
TPS2513A	USB Dedicated Charging Port Controller	http://www.ti.com/lit/ds/symlink/tps2513.pdf
TPS2514A	USB Dedicated Charging Port Controller	http://www.ti.com/lit/ds/symlink/tps2513.pdf
TUSB320I	USB Type-C Configuration Channel Logic and Port Control, industrial temperature range, X2QFN-12	http://www.ti.com/lit/ds/symlink/tusb320.pdf
USB3346	Hi-Speed USB ULPI Transceiver, QFN-24	http://ww1.microchip.com/downloads/en/DeviceDoc/334x.pdf
USB3347	Hi-Speed USB ULPI Transceiver, QFN-24	http://ww1.microchip.com/downloads/en/DeviceDoc/334x.pdf
USB3740B-AI9	USB 2.0 Switch with ESD Protection, UQFN-10 Pitch 0.5mm	http://ww1.microchip.com/downloads/en/DeviceDoc/00001725D.pdf
4N25	DC Optocoupler Base Connected, Vce 30V, CTR 20%, Viso 2500V, DIP6	https://www.vishay.com/docs/83725/4n25.pdf
6N135	High Speed Optocoupler, TTL Compatible, CTR 18%, DIP8	https://optoelectronics.liteon.com/upload/download/DS70-2008-0032/6N135-L%206N136-L%20series.pdf
6N135S	High Speed Optocoupler, TTL Compatible, CTR 18%, SMDIP8	https://optoelectronics.liteon.com/upload/download/DS70-2008-0032/6N135-L%206N136-L%20series.pdf
6N138	Low Input Current high Gain Split Darlington Optocouplers, -0.5V to 7V VDD, DIP-8	http://www.onsemi.com/pub/Collateral/HCPL2731-D.pdf
ADN4650	Dual-Channel LVDS Isolators, 5 kV RMS/3.75 kV RMS, 600 Mbps, SSOP-20	https://www.analog.com/media/en/technical-documentation/data-sheets/adn4650-4651-4652.pdf
ADN4651	Dual-Channel LVDS Isolators, 5 kV RMS/3.75 kV RMS, 600 Mbps, SSOP-20	https://www.analog.com/media/en/technical-documentation/data-sheets/adn4650-4651-4652.pdf
ADN4652	Dual-Channel LVDS Isolators, 5 kV RMS/3.75 kV RMS, 600 Mbps, SSOP-20	https://www.analog.com/media/en/technical-documentation/data-sheets/adn4650-4651-4652.pdf
ADuM1200AR	Dual-channel digital isolator, Bidirectional communication, 3V/5V level translation, SOIC-8	https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM1200_1201.pdf
ADuM1201AR	Dual-channel digital isolator, bidirectional communication, 3V/5V level translation, SOIC-8	https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM1200_1201.pdf
ADuM120N	Dual-channel digital isolator,1.8 to 5V, 150Mbs, 3kV	https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM120N_121N.pdf
ADuM121N	Dual-channel digital isolator,1.8 to 5V, 150Mbs, 3kV	https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM120N_121N.pdf
ADuM1250	Dual-channel I2C digital isolator, Bidirectional communication, 3V/5V level translation, SOIC-8	https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM1250_1251.pdf
ADuM1300xRW	Three Channel Digital Isolator, 10Mbps, SOICW-16	https://www.analog.com/media/en/technical-documentation/data-sheets/adum1300_1301.pdf
ADuM1400xRW	Quad Channel Digital Isolator, 10Mbps, SOIC-16	https://www.analog.com/media/en/technical-documentation/data-sheets/ADUM1400_1401_1402.pdf
ADuM1401xRW	Quad Channel Digital Isolator, 10Mbps, SOIC-16	https://www.analog.com/media/en/technical-documentation/data-sheets/ADUM1400_1401_1402.pdf
ADuM1402xRW	Quad Channel Digital Isolator, 10Mbps, SOIC-16	https://www.analog.com/media/en/technical-documentation/data-sheets/ADUM1400_1401_1402.pdf
ADuM1410	Quad Channel Digital Isolator,10Mbps,SO-16	https://www.analog.com/media/en/technical-documentation/data-sheets/ADUM1410_1411_1412.pdf
ADuM1411	Quad Channel Digital Isolator,10Mbps,SO-16	https://www.analog.com/media/en/technical-documentation/data-sheets/ADUM1410_1411_1412.pdf
ADuM1412	Quad Channel Digital Isolator,10Mbps,SO-16	https://www.analog.com/media/en/technical-documentation/data-sheets/ADUM1410_1411_1412.pdf
ADuM260N	5.0 kV RMS, 6-Channel Digital Isolator, 0 reverse channels, SOIC-16	http://www.analog.com/media/en/technical-documentation/data-sheets/ADuM260N-261N-262N-263N.pdf
ADuM261N	5.0 kV RMS, 6-Channel Digital Isolator, 1 reverse channels, SOIC-16	http://www.analog.com/media/en/technical-documentation/data-sheets/ADuM260N-261N-262N-263N.pdf
ADuM262N	5.0 kV RMS, 6-Channel Digital Isolator, 2 reverse channels, SOIC-16	http://www.analog.com/media/en/technical-documentation/data-sheets/ADuM260N-261N-262N-263N.pdf
ADuM263N	5.0 kV RMS, 6-Channel Digital Isolator, 3 reverse channels, SOIC-16	http://www.analog.com/media/en/technical-documentation/data-sheets/ADuM260N-261N-262N-263N.pdf
ADuM3151	3.75kV 7-Channel SPI Isolator, 1 Reverse Channel, SSOP-20	https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM3151_3152_3153.pdf
ADuM3152	3.75kV 7-Channel SPI Isolator, 2 Reverse Channels, SSOP-20	https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM3151_3152_3153.pdf
ADuM3153	3.75kV 7-Channel SPI Isolator, 3 Reverse Channels, SSOP-20	https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM3151_3152_3153.pdf
ADuM5211	Dual-Channel 2.5kV isolator with integrated dc-dc converter, 1 Input / 1 output, SSOP-24	https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM5210_5211_5212.pdf
ADuM5401	Quad-Channel 2.5kV isolator with integrated isoPower dc-dc converter, 3 Input / 1 output, SOIC-16	https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM5401_5402_5403_5404.pdf
ADuM5402	Quad-Channel 2.5kV isolator with integrated isoPower dc-dc converter, 2 Input / 2 output, SOIC-16	https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM5401_5402_5403_5404.pdf
